market_id,player_1,player_2,odds_player_1,odds_player_2,match_id,actual_winner,winner_name,loser_name,match_date,selection_id_1,selection_id_2,implied_prob_1,implied_prob_2,odds_margin,implied_prob_diff,odds,odds_2,implied_prob,implied_diff
1.223429688,Sofia Kenin,Iga Swiatek,,,e344243315,Iga Swiatek,Iga Swiatek,Sofia Kenin,2024-01-15,9149629,12085633,,,,,,,,
1.223429872,Angelique Kerber,Danielle Collins,,,2713057d7d,Danielle Collins,Danielle Collins,Angelique Kerber,2024-01-15,2411840,9626845,,,,,,,,
1.223430143,Yoshihito Nishioka,Holger Rune,,,fa8ca7f93e,,,,,7137497,39127965,,,,,,,,
1.223430239,Elina Svitolina,Taylah Preston,,,8b9dc256f5,Elina Svitolina,Elina Svitolina,Taylah Preston,2024-01-15,6324464,28071385,,,,,,,,
1.223430243,Laslo Djere,Arthur Cazaux,,,389ae74d15,,,,,7692106,24918582,,,,,,,,
1.223430339,Jiri Vesely,Arthur Fils,,,067af8f614,,,,,7032143,38374961,,,,,,,,
1.22343038,Marie Bouzkova,Linda Noskova,,,bccb5f6acc,Linda Noskova,Linda Noskova,Marie Bouzkova,2024-01-15,8442764,22088831,,,,,,,,
1.223430474,Karolina Pliskova,Elena Rybakina,,,4a618e1027,Elena Rybakina,Elena Rybakina,Karolina Pliskova,2024-01-15,6199453,10349398,,,,,,,,
1.223430802,Roman Safiullin,Tallon Griekspoor,,,90096066ce,,,,,9125686,9198585,,,,,,,,
1.223431003,Bernabe Zapata Miralles,Jiri Lehecka,,,3983c375ee,,,,,9630472,13203243,,,,,,,,
1.2234315,Juan Pablo Varillas,Cameron Norrie,,,447110811b,,,,,11772759,42669524,,,,,,,,
1.223431506,Katerina Siniakova,Jaqueline Cristian,,,6f8e01aa66,Katerina Siniakova,Katerina Siniakova,Jaqueline Cristian,2024-01-15,9627794,9627961,,,,,,,,
1.22343151,Federico Coria,Zhizhen Zhang,,,3dbc8f574b,,,,,8326752,9628959,,,,,,,,
1.223431606,Albert Ramos-Vinolas,Casper Ruud,,,b22b19179a,,,,,8621877,9629711,,,,,,,,
1.223431613,Cristina Bucsa,Anna Blinkova,,,11434158f2,Anna Blinkova,Anna Blinkova,Cristina Bucsa,2024-01-15,9629258,9635244,,,,,,,,
1.223431861,Grigor Dimitrov,Marton Fucsovics,,,3a38eb70bf,,,,,3120169,4827766,,,,,,,,
1.223431867,Viktorija Golubic,Veronika Kudermetova,,,fad39887aa,Viktorija Golubic,Viktorija Golubic,Veronika Kudermetova,2024-01-15,7283232,8279497,,,,,,,,
1.223432051,Maximilian Marterer,Nuno Borges,,,ea73edc960,,,,,7335940,9633043,,,,,,,,
1.223432302,Miomir Kecmanovic,Yosuke Watanuki,,,4428a81b96,,,,,9657480,19924830,,,,,,,,
1.223432398,Constant Lestienne,Alejandro Davidovich Fokina,,,627c08c33d,,,,,7797931,10901351,,,,,,,,
1.223432404,Jan-Lennard Struff,Rinky Hijikata,,,d243015036,,,,,8259098,12343905,,,,,,,,
1.22343241,Kimberly Birrell,Jelena Ostapenko,,,74209eeb0c,Jelena Ostapenko,Jelena Ostapenko,Kimberly Birrell,2024-01-15,8183109,8827537,,,,,,,,
1.223432554,Mackenzie McDonald,Juncheng Shang,,,6dd5bd3e48,,,,,7569897,38901959,,,,,,,,
1.223432708,Lorenzo Sonego,Daniel Evans,,,8e57ee41be,,,,,8826925,52326708,,,,,,,,
1.223432804,Richard Gasquet,Carlos Alcaraz,,,ab8a258fec,,,,,2249399,25215583,,,,,,,,
1.22343296,Petra Martic,Ajla Tomljanovic,,,d8713062c2,Ajla Tomljanovic,Ajla Tomljanovic,Petra Martic,2024-01-15,2346703,63264473,,,,,,,,
1.223432964,Dominic Thiem,Felix Auger-Aliassime,,,2ac860acf6,,,,,5720747,64797861,,,,,,,,
1.223433193,Bernarda Pera,Mirra Andreeva,,,29a96277a0,Mirra Andreeva,Mirra Andreeva,Bernarda Pera,2024-01-15,8784983,49006396,,,,,,,,
1.223433293,Emil Ruusuvuori,Patrick Kypson,,,5dd123a4e3,,,,,8979329,10555097,,,,,,,,
1.223433299,Emina Bektas,Kamilla Rakhimova,,,f20f05e7cd,Kamilla Rakhimova,Kamilla Rakhimova,Emina Bektas,2024-01-15,9627484,11144238,,,,,,,,
1.223433419,Greet Minnen,Clara Tauson,,,fa1fcfea4d,Clara Tauson,Clara Tauson,Greet Minnen,2024-01-15,10108736,18848679,,,,,,,,
1.223433423,Diane Parry,Xinyu Wang,,,445859671f,Diane Parry,Diane Parry,Xin Yu Wang,2024-01-15,12737413,13578400,,,,,,,,
1.223433427,Tatjana Maria,Camila Osorio,,,9f941073c5,Tatjana Maria,Tatjana Maria,Camila Osorio,2024-01-15,7299657,11024005,,,,,,,,
1.223433547,Laura Siegemund,Ekaterina Alexandrova,,,380dc0b3f2,Laura Siegemund,Laura Siegemund,Ekaterina Alexandrova,2024-01-15,4829328,8681458,,,,,,,,
1.223433729,Tamara Korpatsch,Jodie Burrage,,,74c865455e,Tamara Korpatsch,Tamara Korpatsch,Jodie Burrage,2024-01-15,9166525,9631606,,,,,,,,
1.223434033,Jasmine Paolini,Diana Shnaider,,,93a6f013e3,Jasmine Paolini,Jasmine Paolini,Diana Shnaider,2024-01-15,8944356,41341015,,,,,,,,
1.223434037,Barbora Krejcikova,Mai Hontama,,,a52d595b8c,Barbora Krejcikova,Barbora Krejcikova,Mai Hontama,2024-01-15,8784972,10350145,,,,,,,,
1.223434607,Amanda Anisimova,Liudmila Samsonova,,,5faf746daf,Amanda Anisimova,Amanda Anisimova,Liudmila Samsonova,2024-01-15,11636088,21067365,,,,,,,,
1.223434759,Elina Avanesyan,Zhuoxuan Bai,,,cb40d8437e,Elina Avanesyan,Elina Avanesyan,Zhuoxuan Bai,2024-01-15,14383103,25078969,,,,,,,,
1.223434821,Nadia Podoroska,Tamara Zidansek,,,6ab324857c,Nadia Podoroska,Nadia Podoroska,Tamara Zidansek,2024-01-15,9042349,9631543,,,,,,,,
1.223434945,Claire Liu,Marta Kostyuk,,,ac644f9763,Marta Kostyuk,Marta Kostyuk,Claire Liu,2024-01-15,9633041,11694656,,,,,,,,
1.223434949,Taylor Townsend,Paula Badosa,,,2bcfb2be0b,Paula Badosa,Paula Badosa,Taylor Townsend,2024-01-15,7066166,7412588,,,,,,,,
1.223435127,Elise Mertens,Mayar Sherif,,,ec928543f5,Elise Mertens,Elise Mertens,Mayar Sherif,2024-01-15,9002334,9028621,,,,,,,,
1.223435131,Anastasia Pavlyuchenkova,Donna Vekic,,,5a8c819959,Anastasia Pavlyuchenkova,Anastasia Pavlyuchenkova,Donna Vekic,2024-01-15,2263701,6603944,,,,,,,,
1.223435255,Lesia Tsurenko,Lucia Bronzetti,,,fba8760c07,Lesia Tsurenko,Lesia Tsurenko,Lucia Bronzetti,2024-01-15,5300861,9631351,,,,,,,,
1.223435259,Caroline Wozniacki,Magda Linette,,,1d64548a2d,Caroline Wozniacki,Caroline Wozniacki,Magda Linette,2024-01-15,2309522,7083215,,,,,,,,
1.223435321,Emma Navarro,Xiyu Wang,,,186acf92be,Emma Navarro,Emma Navarro,Xiyu Wang,2024-01-15,10410355,11352357,,,,,,,,
1.223435325,Aliaksandra Sasnovich,Rebeka Masarova,,,a932eecc3f,Rebeka Masarova,Rebeka Masarova,Aliaksandra Sasnovich,2024-01-15,7283310,10372262,,,,,,,,
1.223435565,Yanina Wickmayer,Varvara Gracheva,,,073b4239be,Varvara Gracheva,Varvara Gracheva,Yanina Wickmayer,2024-01-15,2386943,10942984,,,,,,,,
1.223435569,Caroline Garcia,Naomi Osaka,,,04874f3c6f,Caroline Garcia,Caroline Garcia,Naomi Osaka,2024-01-15,5248977,64406703,,,,,,,,
1.223435573,Daria Kasatkina,Peyton Stearns,,,1613279d37,Daria Kasatkina,Daria Kasatkina,Peyton Stearns,2024-01-15,7795290,13835088,,,,,,,,
1.223435783,Qinwen Zheng,Ashlyn Krueger,,,bb0fe68460,Qinwen Zheng,Qinwen Zheng,Ashlyn Krueger,2024-01-15,18848380,24143371,,,,,,,,
1.223435787,Magdalena Frech,Daria Saville,,,b8a725d7d7,Magdalena Frech,Magdalena Frech,Daria Saville,2024-01-15,8444351,42231870,,,,,,,,
1.223436418,Kaja Juvan,Anastasia Potapova,,,0e541a6e62,Kaja Juvan,Kaja Juvan,Anastasia Potapova,2024-01-15,9635566,10554735,,,,,,,,
1.223436572,Gael Monfils,Yannick Hanfmann,,,465db68895,,,,,2257300,8639275,,,,,,,,
1.223436938,Andy Murray,Tomas Martin Etcheverry,,,9600ad9ed2,,,,,2256509,9631399,,,,,,,,
1.223437034,Adrian Mannarino,Stan Wawrinka,,,3226d331bf,,,,,3066621,19924832,,,,,,,,
1.223437133,Katie Boulter,Yue Yuan,,,e995916f86,Katie Boulter,Katie Boulter,Yue Yuan,2024-01-15,8619018,9634353,,,,,,,,
1.223437276,Jaume Munar,Alexander Shevchenko,,,bb2d018b02,,,,,9350385,15134244,,,,,,,,
1.223437471,Shelby Rogers,Emma Raducanu,,,3feaeab0b6,Emma Raducanu,Emma Raducanu,Shelby Rogers,2024-01-15,4943786,18849246,,,,,,,,
1.223438076,Sorana Cirstea,Yafan Wang,,,c03aab18c3,Yafan Wang,Yafan Wang,Sorana Cirstea,2024-01-15,2387871,7695509,,,,,,,,
1.22343826,Christopher O'Connell,Cristian Garin,,,c6643c394b,,,,,8942164,23814703,,,,,,,,
1.223438324,Oceane Dodin,Lin Zhu,,,9a9013032c,Oceane Dodin,Oceane Dodin,Lin Zhu,2024-01-15,7289631,8714569,,,,,,,,
1.223438476,Roberto Bautista Agut,Ben Shelton,,,c2abeb03c4,,,,,4290403,39460566,,,,,,,,
1.223438482,Aleksandra Krunic,Clara Burel,,,aa00ac3e8e,Clara Burel,Clara Burel,Aleksandra Krunic,2024-01-15,5300820,10351066,,,,,,,,
1.223438681,Botic Van de Zandschulp,Jannik Sinner,,,fc00360302,,,,,9628851,10372253,,,,,,,,
1.223438873,Jason Kubler,Daniel Elahi Galan,,,9cfca2e4a4,,,,,4448756,8860646,,,,,,,,
1.223439059,Marin Cilic,Fabian Marozsan,,,b03695b6f9,,,,,2263681,11942150,,,,,,,,
1.223439065,Sebastian Baez,J.j. Wolf,,,754b4047ed,,,,,11285506,35727604,,,,,,,,
1.223439253,Benjamin Bonzi,Lorenzo Musetti,,,135d7652e3,,,,,9632014,13834991,,,,,,,,
1.223439259,Borna Coric,Frances Tiafoe,,,2854ae35bc,,,,,7446579,19924839,,,,,,,,
1.223439541,Karen Khachanov,Daniel Altmaier,,,4303f0feaa,,,,,7659623,9632088,,,,,,,,
1.223439547,Aleksandar Vukic,Jordan Thompson,,,f6967e3fa7,,,,,8979695,19924841,,,,,,,,
1.223439643,Milos Raonic,Alex De Minaur,,,0a64adb925,,,,,4105819,10109527,,,,,,,,
1.223439862,Adam Walton,Matteo Arnaldi,,,9974a58999,,,,,10410236,21067270,,,,,,,,
1.223440215,Christopher Eubanks,Taro Daniel,,,db2c53e8b6,,,,,7445660,8173434,,,,,,,,
1.223440491,Andrey Rublev,Thiago Seyboth Wild,,,49bb7b16a1,,,,,7797771,9632015,,,,,,,,
1.223479976,Francisco Cerundolo,Dane Sweeny,,,b00d8fdbbd,,,,,11204210,17980077,,,,,,,,
1.22348018,Pedro Cachin,Jesper De Jong,,,f2bad1227a,,,,,8461316,64751402,,,,,,,,
1.223480522,Alejandro Tabilo,Aleksandar Kovacevic,,,ce6f4e399c,,,,,9630879,11439844,,,,,,,,
1.223480654,Nicolas Jarry,Flavio Cobolli,,,bf6e2de8d2,,,,,8260515,16570658,,,,,,,,
1.223480779,Vit Kopriva,Sebastian Korda,,,e23d95337b,,,,,9543224,10902223,,,,,,,,
1.223480875,Quentin Halys,Lloyd Harris,,,c8376b8ec3,,,,,7287690,11313212,,,,,,,,
1.223481402,Denis Shapovalov,Jakub Mensik,,,3c69aabc23,,,,,19924829,39835947,,,,,,,,
1.223482056,Omar Jasika,Hubert Hurkacz,,,766524670e,,,,,7335917,19924838,,,,,,,,
1.223482152,Hugo Grenier,Alexandre Muller,,,47a8521eef,,,,,8813394,9630445,,,,,,,,
1.223482344,Lukas Klein,Soonwoo Kwon,,,e403b4f164,,,,,9635456,16149526,,,,,,,,
1.223482468,Dusan Lajovic,Giulio Zeppieri,,,7ccc7723b2,,,,,4688724,12154088,,,,,,,,
1.22348266,Mate Valkusz,Max Purcell,,,1c631353df,,,,,9953339,10460213,,,,,,,,
1.223482756,Sumit Nagal,Alexander Bublik,,,9dd0b8280e,,,,,8173039,8907933,,,,,,,,
1.223486727,Fiona Ferro,Mccartney Kessler,,,27b39e34f7,Mccartney Kessler,Mccartney Kessler,Fiona Ferro,2024-01-15,8535268,63908231,,,,,,,,
1.223486789,Lulu Sun,Elisabetta Cocciaretto,,,ecd292446f,Elisabetta Cocciaretto,Elisabetta Cocciaretto,Lulu Sun,2024-01-15,17311444,18848114,,,,,,,,
1.223486851,Marketa Vondrousova,Dayana Yastremska,,,6813711786,Dayana Yastremska,Dayana Yastremska,Marketa Vondrousova,2024-01-15,9433253,9634670,,,,,,,,
1.223487129,Anna Kalinskaya,Katie Volynets,,,9f0f1a3e42,Anna Kalinskaya,Anna Kalinskaya,Katie Volynets,2024-01-15,8907174,13369546,,,,,,,,
1.223487286,Rebecca Marino,Jessica Pegula,,,2ff9c890b4,Jessica Pegula,Jessica Pegula,Rebecca Marino,2024-01-15,3444552,6215852,,,,,,,,
1.223487441,Alize Cornet,Maria Timofeeva,,,828e6bf86e,Maria Timofeeva,Maria Timofeeva,Alize Cornet,2024-01-15,2263692,20136628,,,,,,,,
1.223487503,Sara Sorribes Tormo,Alina Korneeva,,,af5d3c6309,Alina Korneeva,Alina Korneeva,Sara Sorribes Tormo,2024-01-15,6356637,59478282,,,,,,,,
1.223487565,Yulia Putintseva,Anastasia Zakharova,,,c37ecdaa37,Anastasia Zakharova,Anastasia Zakharova,Yulia Putintseva,2024-01-15,4259580,13320579,,,,,,,,
1.223487627,Leylah Fernandez,Sara Bejlek,,,2c5e9e6553,Leylah Fernandez,Leylah Fernandez,Sara Bejlek,2024-01-15,11987709,35737965,,,,,,,,
1.22348778,Alycia Parks,Daria Snigur,,,e57600a3c8,Alycia Parks,Alycia Parks,Daria Snigur,2024-01-15,11233227,18848101,,,,,,,,
1.223487905,Ons Jabeur,Yuliia Starodubtseva,,,5eb8488b22,Ons Jabeur,Ons Jabeur,Yuliia Starodubtseva,2024-01-15,6161111,51425210,,,,,,,,
1.223487967,Sara Errani,Storm Hunter,,,46a2dce374,Storm Hunter,Storm Hunter,Sara Errani,2024-01-15,2309567,50836638,,,,,,,,
1.223488029,Ana Bogdan,Brenda Fruhvirtova,,,1562316945,Brenda Fruhvirtova,Brenda Fruhvirtova,Ana Bogdan,2024-01-15,3875013,42133537,,,,,,,,
1.223488126,Ella Seidel,Aryna Sabalenka,,,22d3716ed3,Aryna Sabalenka,Aryna Sabalenka,Ella Seidel,2024-01-15,44932193,64563186,,,,,,,,
1.223541122,Tennys Sandgren,Kaichi Uchida,,,38cf6fe5a0,,,,,6604266,8957119,,,,,,,,
1.22354113,Giovanni Fonio,Nick Hardt,,,55bccf97a8,,,,,9712890,10583361,,,,,,,,
1.223552277,Roberto Carballes Baena,Hugo Gaston,,,549de1f1e8,,,,,7185192,10303696,,,,,,,,
1.223552861,Michael Geerts,John Echeverria,,,f6133c94d6,,,,,8874195,19446888,,,,,,,,
1.223552873,Valentin Royer,Tomas Quesada Perez,,,570a651c93,,,,,21256256,38578437,,,,,,,,
1.223552877,Altug Celikbilek,Vilius Gaubas,,,2ef1bf61dd,,,,,8842202,25215633,,,,,,,,
1.223552885,Federico Iannaccone,Aidan Mchugh,,,37accba1d1,,,,,11144234,51188773,,,,,,,,
1.223552893,Lorenzo Giustino,Alberto Barroso Campos,,,7882266f0d,,,,,7534093,9634521,,,,,,,,
1.223552897,Enrico Dalla Valle,Javier Barranco Cosano,,,d758517e70,,,,,8998802,10082231,,,,,,,,
1.223553301,Ryan Peniston,Gijs Brouwer,,,83a1ad1f9a,,,,,9629249,9629296,,,,,,,,
1.223559992,Barbora Krejcikova,Tamara Korpatsch,,,50fd2d610e,Barbora Krejcikova,Barbora Krejcikova,Tamara Korpatsch,2024-01-15,8784972,9166525,,,,,,,,
1.223560109,Alycia Parks,Leylah Fernandez,,,1ee0b4c091,Alycia Parks,Alycia Parks,Leylah Fernandez,2024-01-15,11233227,11987709,,,,,,,,
1.223560822,Maria Sakkari,Elina Avanesyan,,,47792fed3a,Elina Avanesyan,Elina Avanesyan,Maria Sakkari,2024-01-15,9002331,14383103,,,,,,,,
1.223561566,Kamilla Rakhimova,Diane Parry,,,a89934bf71,Diane Parry,Diane Parry,Kamilla Rakhimova,2024-01-15,11144238,12737413,,,,,,,,
1.223567489,Orlando Luz,Luciano Emanuel Ambrogi,,,ab86941aaf,,,,,9420501,42553870,,,,,,,,
1.223567493,Mateus Alves,Nicolas Mejia,,,4e750f72f3,,,,,9628680,10902197,,,,,,,,
1.223567494,Ernesto Escobedo,Max Houkes,,,155e967aed,,,,,8700174,19064042,,,,,,,,
1.223567507,Otto Virtanen,Abdullah Shelbayh,,,9d8e022ef9,,,,,11694730,53128067,,,,,,,,
1.223567521,Francesco Maestrelli,Daniel Rincon,,,a6dda452d2,,,,,21652017,27592752,,,,,,,,
1.22356753,Benoit Paire,Geoffrey Blancaneaux,,,b3192c8c23,,,,,3911345,9196749,,,,,,,,
1.223567534,Mikhail Kukushkin,Martin Damm,,,71b7e1fe36,,,,,2609424,19783583,,,,,,,,
1.223567652,Caroline Wozniacki,Maria Timofeeva,,,829f7414f0,Maria Timofeeva,Maria Timofeeva,Caroline Wozniacki,2024-01-15,2309522,20136628,,,,,,,,
1.223567699,Pablo Llamas Ruiz,Alibek Kachmazov,,,5ab8f42477,,,,,17980033,20357631,,,,,,,,
1.223567844,Franco Agamenone,Ricardas Berankis,,,6a7b37e18e,,,,,8979622,19924827,,,,,,,,
1.223568472,Stefanos Tsitsipas,Zizou Bergs,,,aeeb8ad711,,,,,9193006,9634024,,,,,,,,
1.223568721,Ajeet Rai,Elijah Strode,,,67d3f17943,,,,,16655852,41684629,,,,,,,,
1.223572975,Fabio Fognini,Matteo Martineau,,,ec3454ccbc,,,,,2319544,9712888,,,,,,,,
1.223574465,Daniel Elahi Galan,Sebastian Baez,,,714e5826eb,,,,,8860646,11285506,,,,,,,,
1.223575567,Tomas Machac,Frances Tiafoe,,,057baaa56c,,,,,16149495,19924839,,,,,,,,
1.223575713,Brenda Fruhvirtova,Aryna Sabalenka,,,39dbcb7024,Aryna Sabalenka,Aryna Sabalenka,Brenda Fruhvirtova,2024-01-15,42133537,64563186,,,,,,,,
1.223575797,Yan Bai,Nicolas Moreno de Alboran,,,d016f18c28,,,,,3357363,10636263,,,,,,,,
1.223575844,Stefan Kozlov,Ezekiel Clark,,,f484dd339b,,,,,7415002,14833284,,,,,,,,
1.223575852,Nathan Ponwith,Patrick Brady,,,20a22016ae,,,,,9629837,43172315,,,,,,,,
1.223575864,Darian King,James Tracy,,,f3c1ba144a,,,,,8413749,40984959,,,,,,,,
1.223578581,Jacob Brumm,Quinn Vandecasteele,,,e05dc15732,,,,,12819784,25084200,,,,,,,,
1.223590546,Bernard Tomic,Akira Santillan,,,546898e43b,,,,,3588868,8194193,,,,,,,,
1.223590554,Michael Geerts,Aidan Mchugh,,,138d49c36a,,,,,8874195,51188773,,,,,,,,
1.223590568,August Holmgren,Guy Den Ouden,,,380a31b2c5,,,,,10372237,36157022,,,,,,,,
1.22359327,Andrea Lazaro Garcia,Boyoung Jeong,,,def0143af7,,,,,13369565,15134125,,,,,,,,
1.223593271,Defne Cirpanli,Anastasiia Gureva,,,03700d738a,,,,,26794102,63375005,,,,,,,,
1.223596671,Arneodo/Weissborn,Bolelli/Vavassori,,,9ecb3160a1,,,,,16791661,38394420,,,,,,,,
1.223596684,Halys/Mannarino,Cash/Galloway,,,282df4ddb6,,,,,12036502,58527868,,,,,,,,
1.223596688,Escobar/Nedovyesov,Borges/Vukic,,,01eb42d344,,,,,56983677,64929448,,,,,,,,
1.22359672,Chandrasekar/Prashanth,Fucsovics/Marozsan,,,bcc33e49e9,,,,,41264165,43203762,,,,,,,,
1.223596724,Gille/Vliegen,Machac/Zhang,,,35b166e570,,,,,11399963,64929530,,,,,,,,
1.223596732,Mies/Smith,Kokkinakis/Popyrin,,,2f1b4f37c8,,,,,64408105,64929531,,,,,,,,
1.223596736,Barrientos/Matos,Bhambri/Haase,,,f806eaa276,,,,,64408098,64471968,,,,,,,,
1.22359674,Murray/Venus,Behar/Pavlasek,,,019f3b4791,,,,,44464296,55987911,,,,,,,,
1.223596744,Schoolkate/Walton,Cabral/Patten,,,a5d352e7ec,,,,,56800982,61462310,,,,,,,,
1.223596748,Hanfmann/Koepfer,Eubanks/Shelton,,,6337646552,,,,,39269027,47356043,,,,,,,,
1.223596764,Gonzalez/Skupski,Mcdonald/Van De Zandschulp,,,24fae427bf,,,,,27502804,64929634,,,,,,,,
1.223596806,Nys/Zielinski,McCabe/Sweeny,,,666fe3bf62,,,,,43291463,64929643,,,,,,,,
1.223596994,Maria/Rus,Kawa/Kostyuk,,,bcada2ef16,,,,,59869843,64928007,,,,,,,,
1.223597002,Babos/Bondar,Moratelli/Murray Sharan,,,ab6ec6b7e4,,,,,59869870,64738680,,,,,,,,
1.223597006,Garcia/Mladenovic,Mattek-Sands/Wang,,,4fc5f192dd,,,,,10704359,64928010,,,,,,,,
1.22359701,Birrell/Gadecki,Gracheva/Santamaria,,,2879f5df73,,,,,38514824,64928015,,,,,,,,
1.223597014,Melichar-Martinez/Perez,Wu/Zhu,,,bf1f0326cf,,,,,47177552,57027413,,,,,,,,
1.223597586,Hozumi/Ninomiya,Chang/Parks,,,e37d221bf9,,,,,9265289,59869842,,,,,,,,
1.223597594,Blinkova/Sasnovich,Andreeva/Tomova,,,acbb2b07e7,,,,,40573248,64928021,,,,,,,,
1.223597606,Kenin/Muhammad,Chan/Olmos,,,3be45b6dbe,,,,,25948606,58802253,,,,,,,,
1.223597618,Kato/Sutjiadi,Alexandrova/Kalinskaya,,,4aa7e7fb7d,,,,,45284057,60949262,,,,,,,,
1.223597622,Krawczyk/Shibahara,Khromacheva/Kolodziejova,,,b7c5225f07,,,,,64689382,64689419,,,,,,,,
1.22359763,Hunter/Siniakova,Osorio/Putintseva,,,8db50e468d,,,,,51395753,64928030,,,,,,,,
1.223597634,Eikeri/Harrison,Bogdan/Masarova,,,f3527f6654,,,,,35766604,64928031,,,,,,,,
1.223597638,Cirstea/Vekic,Schuurs/Stefani,,,ab91605d9e,,,,,13167037,64928033,,,,,,,,
1.223597646,Aoyama/Krunic,Marozava/Piter,,,4a0ed19df8,,,,,24590913,61491827,,,,,,,,
1.223597654,Noskova/Wang,Gibson/Hon,,,9d56cce6be,,,,,57698650,64928375,,,,,,,,
1.223598013,Keegan Smith,Ajeet Rai,,,ab98380f85,,,,,11928538,16655852,,,,,,,,
1.223604758,Pedro Sakamoto,Felix Gill,,,72af2da887,,,,,8304915,20832477,,,,,,,,
1.223605124,Emil Ruusuvuori,Daniil Medvedev,,,4cb0e6e65c,,,,,8979329,19924831,,,,,,,,
1.22360522,Taylor Fritz,Hugo Gaston,,,363ba618d7,,,,,10279360,10303696,,,,,,,,
1.223605316,Christopher O'Connell,Ben Shelton,,,4b1f840390,,,,,8942164,39460566,,,,,,,,
1.223605508,Quentin Halys,Sebastian Korda,,,63d366662a,,,,,7287690,10902223,,,,,,,,
1.223605572,Nadia Podoroska,Amanda Anisimova,,,5ca0c841fc,Amanda Anisimova,Amanda Anisimova,Nadia Podoroska,2024-01-15,9042349,11636088,,,,,,,,
