market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff
1.215690712,Alize Cornet,Nao Hibino,1.01,3.2,Alize Cornet,Alize Cornet,Nao Hibino,2023-07-03,alize cornet,nao hibino,2263692,7683152,1.01,3.2,1.01,3.2,0.9900990099009901,0.3125,1.30259900990099,0.6775990099009901
1.215765461,Victoria Azarenka,Nadia Podoroska,1.25,4.8,Victoria Azarenka,Victoria Azarenka,Nadia Podoroska,2023-07-03,victoria azarenka,nadia podoroska,2263640,9042349,1.25,4.8,1.25,4.8,0.8,0.20833333333333334,1.0083333333333333,0.5916666666666667
1.215765587,Jessica Pegula,Cristina Bucsa,1.01,110.0,Jessica Pegula,Jessica Pegula,Cristina Bucsa,2023-07-03,jessica pegula,cristina bucsa,6215852,9629258,1.01,110.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.21576578,Petra Martic,Diane Parry,1.02,36.0,Petra Martic,Petra Martic,Diane Parry,2023-07-03,petra martic,diane parry,2346703,12737413,1.02,36.0,1.02,10.0,0.9803921568627451,0.1,1.080392156862745,0.8803921568627451
1.215770403,Magda Linette,Barbora Strycova,1.04,23.0,Magda Linette,Magda Linette,Barbora Strycova,2023-07-03,magda linette,barbora strycova,7083215,9416669,1.04,23.0,1.04,10.0,0.9615384615384615,0.1,1.0615384615384615,0.8615384615384615
1.215771438,Caroline Garcia,Leylah Fernandez,1.09,12.0,Caroline Garcia,Caroline Garcia,Leylah Fernandez,2023-07-03,caroline garcia,leylah fernandez,5248977,11987709,1.09,12.0,1.09,10.0,0.9174311926605504,0.1,1.0174311926605504,0.8174311926605504
1.215771907,Sara Sorribes Tormo,I Swiatek,17.5,1.06,Iga Swiatek,Iga Swiatek,Sara Sorribes Tormo,2023-07-03,sara sorribes tormo,i swiatek,6356637,55228386,17.5,1.06,10.0,1.06,0.1,0.9433962264150942,1.0433962264150942,-0.8433962264150943
1.215772132,Daria Kasatkina,Jodie Burrage,1.32,4.2,Daria Kasatkina,Daria Kasatkina,Jodie Burrage,2023-07-03,daria kasatkina,jodie burrage,7795290,9631606,1.32,4.2,1.32,4.2,0.7575757575757576,0.23809523809523808,0.9956709956709957,0.5194805194805194
1.215772136,Veronika Kudermetova,Marketa Vondrousova,1.72,2.38,Marketa Vondrousova,Marketa Vondrousova,Veronika Kudermetova,2023-07-03,veronika kudermetova,marketa vondrousova,8279497,9433253,1.72,2.38,1.72,2.38,0.5813953488372093,0.42016806722689076,1.0015634160641,0.16122728161031857
1.215773734,Elina Svitolina,Elise Mertens,2.24,1.8,Elina Svitolina,Elina Svitolina,Elise Mertens,2023-07-03,elina svitolina,elise mertens,6324464,9002334,2.24,1.8,2.24,1.8,0.4464285714285714,0.5555555555555556,1.001984126984127,-0.10912698412698418
1.215775168,Sofia Kenin,Xinyu Wang,1.43,2.7,Sofia Kenin,Sofia Kenin,Xin Yu Wang,2023-07-03,sofia kenin,xinyu wang,9149629,13578400,1.43,2.7,1.43,2.7,0.6993006993006994,0.37037037037037035,1.0696710696710698,0.32893032893032903
1.215819456,Anett Kontaveit,Marie Bouzkova,2.36,1.68,Marie Bouzkova,Marie Bouzkova,Anett Kontaveit,2023-07-03,anett kontaveit,marie bouzkova,5300737,8442764,2.36,1.68,2.36,1.68,0.42372881355932207,0.5952380952380952,1.0189669087974174,-0.17150928167877316
1.215819545,Rebeka Masarova,Elisabetta Cocciaretto,1.7,2.46,Elisabetta Cocciaretto,Elisabetta Cocciaretto,Rebeka Masarova,2023-07-03,rebeka masarova,elisabetta cocciaretto,10372262,18848114,1.7,2.46,1.7,2.46,0.5882352941176471,0.4065040650406504,0.9947393591582975,0.18173122907699668
1.215819712,Sloane Stephens,Donna Vekic,100.0,1.01,Donna Vekic,Donna Vekic,Sloane Stephens,2023-07-03,sloane stephens,donna vekic,2923342,6603944,100.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215819844,Belinda Bencic,Danielle Collins,1.33,670.0,Belinda Bencic,Belinda Bencic,Danielle Collins,2023-07-03,belinda bencic,danielle collins,6390244,9626845,1.33,670.0,1.33,10.0,0.7518796992481203,0.1,0.8518796992481202,0.6518796992481203
1.215820283,Ons Jabeur,Zhuoxuan Bai,1.12,9.4,Ons Jabeur,Ons Jabeur,Zhuoxuan Bai,2023-07-03,ons jabeur,zhuoxuan bai,6161111,25078969,1.12,9.4,1.12,9.4,0.8928571428571428,0.10638297872340426,0.9992401215805471,0.7864741641337385
1.215821398,Beatriz Haddad Maia,Jaqueline Cristian,1.02,6.6,Beatriz Haddad Maia,Beatriz Haddad Maia,Jaqueline Cristian,2023-07-03,beatriz haddad maia,jaqueline cristian,7083752,9627961,1.02,6.6,1.02,6.6,0.9803921568627451,0.15151515151515152,1.1319073083778965,0.8288770053475936
1.215824355,Jelena Ostapenko,Sorana Cirstea ,60.0,1.01,Sorana Cirstea,Sorana Cirstea,Jelena Ostapenko,2023-07-03,jelena ostapenko,sorana cirstea,8827537,51395204,60.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215826015,Kaja Juvan,Anastasia Potapova,3.75,1.36,Anastasia Potapova,Anastasia Potapova,Kaja Juvan,2023-07-03,kaja juvan,anastasia potapova,9635566,10554735,3.75,1.36,3.75,1.36,0.26666666666666666,0.7352941176470588,1.0019607843137255,-0.4686274509803921
1.215827155,Madison Brengle,Ekaterina Alexandrova,7.2,1.01,Ekaterina Alexandrova,Ekaterina Alexandrova,Madison Brengle,2023-07-03,madison brengle,ekaterina alexandrova,2263603,8681458,7.2,1.01,7.2,1.01,0.1388888888888889,0.9900990099009901,1.128987898789879,-0.8512101210121013
1.215827647,Alize Cornet,Elena Rybakina,450.0,1.16,Elena Rybakina,Elena Rybakina,Alize Cornet,2023-07-03,alize cornet,elena rybakina,2263692,10349398,450.0,1.16,10.0,1.16,0.1,0.8620689655172414,0.9620689655172414,-0.7620689655172415
1.215828383,Paula Badosa,Marta Kostyuk,110.0,1.01,Marta Kostyuk,Marta Kostyuk,Paula Badosa,2023-07-03,paula badosa,marta kostyuk,7412588,11694656,110.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215831761,Barbora Krejcikova,Mirra Andreeva,1.39,3.55,Mirra Andreeva,Mirra Andreeva,Barbora Krejcikova,2023-07-03,barbora krejcikova,mirra andreeva,8784972,49006396,1.39,3.55,1.39,3.55,0.7194244604316548,0.28169014084507044,1.0011146012767251,0.4377343195865843
1.215848444,Elina Svitolina,Sofia Kenin,2.38,1.72,Elina Svitolina,Elina Svitolina,Sofia Kenin,2023-07-03,elina svitolina,sofia kenin,6324464,9149629,2.38,1.72,2.38,1.72,0.42016806722689076,0.5813953488372093,1.0015634160641,-0.16122728161031857
1.215848718,Ana Bogdan,Lesia Tsurenko,3.85,1.01,Lesia Tsurenko,Lesia Tsurenko,Ana Bogdan,2023-07-03,ana bogdan,lesia tsurenko,3875013,5300861,3.85,1.01,3.85,1.01,0.2597402597402597,0.9900990099009901,1.24983926964125,-0.7303587501607304
1.215849562,Petra Martic,I Swiatek,140.0,1.07,Iga Swiatek,Iga Swiatek,Petra Martic,2023-07-03,petra martic,i swiatek,2346703,55228386,140.0,1.07,10.0,1.07,0.1,0.9345794392523364,1.0345794392523364,-0.8345794392523365
1.215849997,Petra Kvitova,Aliaksandra Sasnovich,1.28,5.2,Petra Kvitova,Petra Kvitova,Aliaksandra Sasnovich,2023-07-03,petra kvitova,aliaksandra sasnovich,2497008,7283310,1.28,5.2,1.28,5.2,0.78125,0.1923076923076923,0.9735576923076923,0.5889423076923077
1.215850001,Anna Blinkova,Irinia-Camelia Begu,1.01,100.0,Anna Blinkova,Anna Blinkova,Irina Camelia Begu,2023-07-03,anna blinkova,irinia camelia begu,9635244,18309994,1.01,100.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.215850838,Victoria Azarenka,Daria Kasatkina,1.12,11.0,Victoria Azarenka,Victoria Azarenka,Daria Kasatkina,2023-07-03,victoria azarenka,daria kasatkina,2263640,7795290,1.12,11.0,1.12,10.0,0.8928571428571428,0.1,0.9928571428571428,0.7928571428571428
1.215851864,Madison Keys,Viktorija Golubic,1.2,190.0,Madison Keys,Madison Keys,Viktorija Golubic,2023-07-03,madison keys,viktorija golubic,3800907,7283232,1.2,190.0,1.2,10.0,0.8333333333333334,0.1,0.9333333333333333,0.7333333333333334
1.215852097,Anhelina Kalinina,Bianca Andreescu,8.0,1.15,Bianca Andreescu,Bianca Andreescu,Anhelina Kalinina,2023-07-03,anhelina kalinina,bianca andreescu,8907168,10141729,8.0,1.15,8.0,1.15,0.125,0.8695652173913044,0.9945652173913044,-0.7445652173913044
1.215854139,Beatriz Haddad Maia,Sorana Cirstea ,1.81,1000.0,Beatriz Haddad Maia,Beatriz Haddad Maia,Sorana Cirstea,2023-07-03,beatriz haddad maia,sorana cirstea,7083752,51395204,1.81,1000.0,1.81,10.0,0.5524861878453039,0.1,0.6524861878453039,0.4524861878453039
1.215854413,Caroline Garcia,Marie Bouzkova,8.0,1.01,Marie Bouzkova,Marie Bouzkova,Caroline Garcia,2023-07-03,caroline garcia,marie bouzkova,5248977,8442764,8.0,1.01,8.0,1.01,0.125,0.9900990099009901,1.11509900990099,-0.8650990099009901
1.215854896,Belinda Bencic,Magda Linette,1.39,3.55,Belinda Bencic,Belinda Bencic,Magda Linette,2023-07-03,belinda bencic,magda linette,6390244,7083215,1.39,3.55,1.39,3.55,0.7194244604316548,0.28169014084507044,1.0011146012767251,0.4377343195865843
1.215855133,Donna Vekic,Marketa Vondrousova,40.0,1.9,Marketa Vondrousova,Marketa Vondrousova,Donna Vekic,2023-07-03,donna vekic,marketa vondrousova,6603944,9433253,40.0,1.9,10.0,1.9,0.1,0.5263157894736842,0.6263157894736842,-0.4263157894736842
1.215856645,Katie Boulter,Elena Rybakina,950.0,1.16,Elena Rybakina,Elena Rybakina,Katie Boulter,2023-07-03,katie boulter,elena rybakina,8619018,10349398,950.0,1.16,10.0,1.16,0.1,0.8620689655172414,0.9620689655172414,-0.7620689655172415
1.215856906,Jessica Pegula,Elisabetta Cocciaretto,1.28,4.7,Jessica Pegula,Jessica Pegula,Elisabetta Cocciaretto,2023-07-03,jessica pegula,elisabetta cocciaretto,6215852,18848114,1.28,4.7,1.28,4.7,0.78125,0.2127659574468085,0.9940159574468085,0.5684840425531915
1.215857281,Anastasia Potapova,Mirra Andreeva,1.7,2.38,Mirra Andreeva,Mirra Andreeva,Anastasia Potapova,2023-07-03,anastasia potapova,mirra andreeva,10554735,49006396,1.7,2.38,1.7,2.38,0.5882352941176471,0.42016806722689076,1.0084033613445378,0.16806722689075632
1.215859167,Dalma Galfi,Jule Niemeier,3.0,1.5,Dalma Galfi,Dalma Galfi,Jule Niemeier,2023-07-03,dalma galfi,jule niemeier,9304691,11173943,3.0,1.5,3.0,1.5,0.3333333333333333,0.6666666666666666,1.0,-0.3333333333333333
1.215876072,Madison Keys,Marta Kostyuk,1.33,3.85,Madison Keys,Madison Keys,Marta Kostyuk,2023-07-03,madison keys,marta kostyuk,3800907,11694656,1.33,3.85,1.33,3.85,0.7518796992481203,0.2597402597402597,1.0116199589883799,0.49213943950786054
1.215882269,Ekaterina Alexandrova,Dalma Galfi,1.15,1000.0,Ekaterina Alexandrova,Ekaterina Alexandrova,Dalma Galfi,2023-07-03,ekaterina alexandrova,dalma galfi,8681458,9304691,1.15,1000.0,1.15,10.0,0.8695652173913044,0.1,0.9695652173913044,0.7695652173913045
1.215883204,Anna Blinkova,A Sabalenka,110.0,1.01,Aryna Sabalenka,Aryna Sabalenka,Anna Blinkova,2023-07-03,anna blinkova,a sabalenka,9635244,55177835,110.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215888501,Lesia Tsurenko,Jessica Pegula,4.6,1.29,Jessica Pegula,Jessica Pegula,Lesia Tsurenko,2023-07-03,lesia tsurenko,jessica pegula,5300861,6215852,4.6,1.29,4.6,1.29,0.2173913043478261,0.7751937984496123,0.9925851027974384,-0.5578024941017863
1.215889295,Ons Jabeur,Bianca Andreescu,1.01,200.0,Ons Jabeur,Ons Jabeur,Bianca Andreescu,2023-07-03,ons jabeur,bianca andreescu,6161111,10141729,1.01,200.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.215891271,Victoria Azarenka,Elina Svitolina,11.0,1.01,Elina Svitolina,Elina Svitolina,Victoria Azarenka,2023-07-03,victoria azarenka,elina svitolina,2263640,6324464,11.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215891908,Belinda Bencic,I Swiatek,34.0,1.03,Iga Swiatek,Iga Swiatek,Belinda Bencic,2023-07-03,belinda bencic,i swiatek,6390244,55228386,34.0,1.03,10.0,1.03,0.1,0.970873786407767,1.070873786407767,-0.870873786407767
1.215893478,Marie Bouzkova,Marketa Vondrousova,90.0,1.02,Marketa Vondrousova,Marketa Vondrousova,Marie Bouzkova,2023-07-03,marie bouzkova,marketa vondrousova,8442764,9433253,90.0,1.02,10.0,1.02,0.1,0.9803921568627451,1.080392156862745,-0.8803921568627451
1.215915483,Ekaterina Alexandrova,A Sabalenka,2.88,1.51,Aryna Sabalenka,Aryna Sabalenka,Ekaterina Alexandrova,2023-07-03,ekaterina alexandrova,a sabalenka,8681458,55177835,2.88,1.51,2.88,1.51,0.3472222222222222,0.6622516556291391,1.0094738778513612,-0.3150294334069169
1.21591711,Petra Kvitova,Ons Jabeur,200.0,2.32,Ons Jabeur,Ons Jabeur,Petra Kvitova,2023-07-03,petra kvitova,ons jabeur,2497008,6161111,200.0,2.32,10.0,2.32,0.1,0.4310344827586207,0.5310344827586208,-0.3310344827586207
1.215918515,Beatriz Haddad Maia,Elena Rybakina,110.0,1.01,Elena Rybakina,Elena Rybakina,Beatriz Haddad Maia,2023-07-03,beatriz haddad maia,elena rybakina,7083752,10349398,110.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215929285,Madison Keys,Mirra Andreeva,1.01,120.0,Madison Keys,Madison Keys,Mirra Andreeva,2023-07-03,madison keys,mirra andreeva,3800907,49006396,1.01,120.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.21593412,Jessica Pegula,Marketa Vondrousova,100.0,1.01,Marketa Vondrousova,Marketa Vondrousova,Jessica Pegula,2023-07-03,jessica pegula,marketa vondrousova,6215852,9433253,100.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215943307,Elina Svitolina,I Swiatek,1.04,26.0,Elina Svitolina,Elina Svitolina,Iga Swiatek,2023-07-03,elina svitolina,i swiatek,6324464,55228386,1.04,26.0,1.04,10.0,0.9615384615384615,0.1,1.0615384615384615,0.8615384615384615
1.215967909,Madison Keys,A Sabalenka,34.0,1.03,Aryna Sabalenka,Aryna Sabalenka,Madison Keys,2023-07-03,madison keys,a sabalenka,3800907,55177835,34.0,1.03,10.0,1.03,0.1,0.970873786407767,1.070873786407767,-0.870873786407767
1.215972519,Ons Jabeur,Elena Rybakina,1.01,100.0,Ons Jabeur,Ons Jabeur,Elena Rybakina,2023-07-03,ons jabeur,elena rybakina,6161111,10349398,1.01,100.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.215995413,Elina Svitolina,Marketa Vondrousova,34.0,1.8,Marketa Vondrousova,Marketa Vondrousova,Elina Svitolina,2023-07-03,elina svitolina,marketa vondrousova,6324464,9433253,34.0,1.8,10.0,1.8,0.1,0.5555555555555556,0.6555555555555556,-0.4555555555555556
1.21602059,Ons Jabeur,A Sabalenka,1.06,17.0,Ons Jabeur,Ons Jabeur,Aryna Sabalenka,2023-07-03,ons jabeur,a sabalenka,6161111,55177835,1.06,17.0,1.06,10.0,0.9433962264150942,0.1,1.0433962264150942,0.8433962264150943
1.216046733,Ons Jabeur,Marketa Vondrousova,28.0,1.01,Marketa Vondrousova,Marketa Vondrousova,Ons Jabeur,2023-07-03,ons jabeur,marketa vondrousova,6161111,9433253,28.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
